OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
21969,,大仁路,大仁路,大忠路,2,70,16,13.5,70,2.5,2.5,2.5,2.5,高壓混凝土磚,175,0,0,0,0,0,0,0,0,2,0,,否,否,否,2.5,,,,,,,,南投縣,竹山鎮,,1593512940000,08000A,否,,,272.41989187847,148.76479236928
4953,中-永平路-01,永平路,永平路及初中巷交叉口,"永平路 愛鄉巷 中寮國小旁",2,163.29,10.4,8.2,145,2.03,0.34,1.69,0.9,高壓混凝土磚,403.5,0.35,3,0,0,0,0,0,0,4,0,燈桿,,,,2.03,0,,"1.部份路段因路燈受阻 2.車輛佔用問題嚴重",0,1,4,5,南投縣,中寮鄉,1353974400000,1434560580000,08000A,,,,699.60959810068,344.3083659609
4954,中-永平路-02,永平路,永平路347之2,永平路265之1,1,250.1,11,8.2,243.8,1.4,0.54,0.86,0.86,高壓混凝土磚,341.32,9.84,5,0,0,0,0,0,13,2,0,"燈桿 電力桿 樹穴 植生",,,,0,0,0,"1.於8.2M處植生嚴重 人行道無法行走",0,1,4,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,664.89873000376,492.35255985417
4955,中-永平路-03,永平路,永平路251號,永平路157號,1,246.52,11,8,217.3,1.5,0.62,1.5,0.42,高壓混凝土磚,325.95,11.25,6,0,0,0,0,0,13,2,0,"燈桿 樹穴",,,,0,0,0,1.車輛佔用問題嚴重,0,1,4,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,423.98481205561,490.84964540127
4956,中-永平路-04,永平路,永平路146號,中寮鄉農會,2,43.15,10.7,8,43.15,1.35,0,1.35,0.63,高壓混凝土磚,58.25,19.22,1,1,0,0,0,0,0,2,0,"燈桿 電器設備",,,,0,0,0,1.變電箱阻礙人行道,12,1,4,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,50.883471509491,75.224155891557
4957,中-永平路-05,永平路,永平路192號,永平路262號,2,125.1,11,8,125.1,1.36,0,1.36,1.01,高壓混凝土磚,187.65,14.59,4,0,0,0,0,0,11,2,0,"燈桿 樹穴 退縮地",,,,0,0,0,1.車輛佔用嚴重,3,2,3,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,356.667576463,331.84940734233
4958,中-永平路-07,永平路,永平路312-3號,永平路314-7號,2,72.64,11.4,8.2,67.5,1.27,0.61,0.66,0.66,高壓混凝土磚,85.72,3.13,2,0,0,0,0,0,4,2,0,"燈桿 樹穴",,,,0,0,0,"1.車輛佔用嚴重 2.電箱阻礙",0,2,4,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,206.96840950151,152.3356327496
4959,中-永平路-06,永平路,永平路266號,中寮鄉公所,2,57.68,9.96,8,42,1.96,0.4,1.56,1.56,抿石子,82.32,0.16,1,0,0,0,0,0,0,2,0,燈桿,,,,0,0,0,,0,1,2,2,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,127.55936611853,99.762041371972
4960,中-龍南路-01,龍南路,龍南路159之1號,龍南路(爽文國小),1,87.73,12,10.8,32.6,1.2,0,1.2,0.63,水泥鋪面,39.12,2.96,0,1,0,0,0,5,0,0,0,變電箱,,,,0,0,0,,0,1,2,5,南投縣,中寮鄉,1355788800000,1369267200000,08000A,,,,673.56592420875,185.63611038806
4961,中-龍南路-02,龍南路,龍南路(爽文國小),龍南路157號),1,25.2,11.2,10,25.2,1.2,0,1.2,1.05,水泥鋪面,30.24,0.45,1,0,0,0,0,5,0,0,0,電力桿,,,,0,0,0,,0,1,2,5,南投縣,中寮鄉,1355788800000,1369267200000,08000A,,,,725.44517493555,179.29008448664
4962,中-初中巷-01,初中巷,永豐街,中寮國中門口,1,261.3,9.92,8.8,231.3,1.12,0.07,1.05,1.05,高壓混凝土磚,263.88,0.09,1,0,0,0,0,0,0,2,0,,,,,0,0,0,1.有植生及反光鏡,0,1,3,5,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,852.65649580412,543.27848764885
4963,中-初中路-02,初中巷,初中巷中寮國中門口,初中巷中寮國中門口,1,77.4,10.41,8.8,77.4,0.8,0,0.8,0.8,高壓混凝土磚,83.01,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,,0,1,1,5,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,343.8526021066,226.77332460232
4964,中-初中巷-03,初中巷,初中巷中寮國中門口,初中巷中寮國中門口,2,65,7.29,5.68,65,0.81,0,0.81,0.81,高壓混凝土磚,52.65,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,,0,1,1,5,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,129.5099599644,179.77737558068
4965,中-永安街-01,永安街,永安街初中巷交叉口,中寮國小側門,1,147.64,13.3,12,143.8,1.3,0.29,1.01,1.01,高壓混凝土磚,251.06,0.84,1,1,0,0,0,0,0,2,2,"燈桿 電箱",,,,1.3,0,0,1.縣道,0,1,2,5,南投縣,中寮鄉,1353974400000,1369267200000,08000A,,,,297.81876114293,296.82981758741
4966,仁-仁和路-03,仁和路,仁和路16號對面,仁和路21號對面,1,45,10.34,7.3,45,3.04,3.04,0,0,高壓混凝土磚,136.8,4.84,2,1,0,0,3,0,0,2,0,"停車阻 變電箱",,,,0,0,0,"1.省道 2.斜坡道阻礙通行",1,1,4,3,南投縣,仁愛鄉,1355356800000,1369094400000,08000A,是,107G201020108132290,2018,96.513995402355,111.67434616093
4967,仁-仁和路-04,仁和路,台14甲18km+500,台14甲18km+545,1,45.7,15.2,14.3,45.7,1.4,0.5,0.9,0.9,版磚,41.13,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,1.省道,1,1,1,3,南投縣,仁愛鄉,1355356800000,1369094400000,08000A,,,,676.4438267056,308.78629429563
4968,仁-榮華巷-01,榮華巷,廬山溫泉區,廬山溫泉區,1,333.7,4.45,4.45,331.7,4.45,0.35,4.1,4.1,高壓混凝土磚,1476.07,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,"1.鄉道 2.為徒步區",0,1,1,2,南投縣,仁愛鄉,1355356800000,1369094400000,08000A,,,,1199.7323056722,532.823950437
4969,仁-仁和路-01,仁和路,台14線79k+500,台14線79k+522,1,22.6,18.2,11.8,22.6,6.4,4.88,1.52,1.52,高壓混凝土磚,144.64,16.82,0,1,0,0,10,0,1,2,0,變電箱,,,,0,0,0,1.省道,0,1,4,3,南投縣,仁愛鄉,1355356800000,1369094400000,08000A,是,107G201020108132290,2018,88.868126048386,74.870089930269
4970,仁-仁和路-02,仁和路,台14線79km+550,台14線79km+598,1,48.9,12.5,8.7,48.9,3.8,2.6,1.2,1.2,高壓混凝土磚,185.82,6.3,5,0,0,0,5,0,0,2,0,燈桿,,,,0,0,0,1.省道,0,1,4,3,南投縣,仁愛鄉,1355356800000,1369094400000,08000A,是,107G201020108132290,2018,102.29257630484,76.386065690093
4971,水-六合路-01,六合路,五福路,公園街,2,215.9,13.2,11.2,215.9,2,0,2,0.64,水泥鋪面,590.2,2.62,1,2,0,0,0,0,0,2,0,"電信箱,變電箱,反光鏡",,,,0,0,0,"1.公園人行道 2.變電箱阻礙",0,1,4,3,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,669.5079248922,464.79788243264
4972,水-六合路-02,六合路,五福路,公園街,2,218,14.1,11.9,218,2.2,0.23,1.97,1.76,水泥鋪面,479.6,110.31,0,0,0,0,0,0,0,6,0,,,,,0,0,0,1.公園人行道,0,1,1,3,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,528.17811492825,533.01163440444
4973,水-六合三街-01,六合三街,六合三街19號,博愛路35號,1,74.3,11.35,9.3,74.3,2.05,0.33,2.05,1.72,高壓混凝土磚,152.32,6.07,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,1,1,6,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,130.0564511673,116.51720917062
4974,水-民權巷-02,民權巷,民權巷110之1號,民權巷(車埕派出所後方),1,155.7,7.05,6,155.7,2.05,0,2.05,1.05,高壓混凝土磚,571.05,30.22,0,0,0,0,1,0,3,0,0,,,,,0,0,0,1.不規則人行道,0,1,4,2,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,578.15760332795,298.7314992766
4975,水-民權巷-03,民權巷,民權巷122號,民權巷(車埕遊客中心前),2,101.2,5.9,5.9,101.2,1.25,0,1.25,1.25,版磚,126.5,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,1,1,2,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,251.77288129082,234.31828310959
4976,水-民權巷-04,民權巷,民權巷(台電明潭發電廠前),民權巷(車埕國小),1,257.7,14.9,8.3,257.7,2.65,0,2.65,0.8,版磚,864.38,33.26,5,0,0,0,0,0,33,0,0,"公車桿,鐵柱",,,,0,0,0,,5,1,4,2,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,746.00599473666,574.44169075179
4977,水-民權巷-05,民權巷,民權巷(台電明潭發電廠),民權巷(水里溪旁),2,57.7,14.9,9.3,57.7,2.95,0.3,2.65,1.4,版磚,170.22,73.19,2,0,0,0,0,0,1,0,0,花圃,,,,0,0,0,,0,1,2,2,南投縣,水里鄉,1355356800000,1369267200000,08000A,,,,50.937055112912,51.143103278694
4978,水-南湖路-02,南湖路,中山路一段,南湖一路,2,395.2,20.15,16.3,390.3,1.85,0.8,1.05,0.6,連鎖磚,722.06,78.18,18,0,0,0,0,72,32,0,4,"燈桿,電信桿,標誌桿,標示桿,反光鏡,開關桿",,,,0,0,0,1.車輛佔用嚴重,9,1,4,3,南投縣,水里鄉,1355356800000,1369267200000,08000A,是,107G201020108112100,2018,1741.0355401503,788.37704681104
4979,水-民權巷-01,民權巷,大灣路,民權巷33之1號,2,65.6,11.1,8.2,65.6,1.25,0,1.25,0.2,高壓混凝土磚,95.02,10.17,4,0,0,0,0,0,0,0,0,"燈桿,標示桿,號誌桿,鐵柱",,,,0,0,0,1.縣道,1,2,2,7,南投縣,水里鄉,1355270400000,1369267200000,08000A,,,,32.902573711968,47.878635567904
4980,水-中正路-01,中正路,大灣路,中正路7號,1,74.4,16.4,10.4,74.4,6,0,6,3.5,抿石子,290.16,122.34,2,0,1,0,7,0,1,0,0,"燈桿,開關桿",,,,0,0,0,1.縣道,0,1,3,7,南投縣,水里鄉,1355270400000,1369267200000,08000A,,,,356.90467306194,95.956809051829
4981,水-中正路-02,中正路,民族路,中山路二段,1,287.52,17.6,15.1,282.7,2.5,0.28,2.22,1.95,高壓混凝土磚,706.75,204.99,33,1,0,0,0,0,102,0,0,"燈桿,標示桿,廣播桿,開關桿,鐵箱桿",,,,0,0,0,1.縣道,0,2,1,3,南投縣,水里鄉,1355270400000,1369267200000,08000A,,,,675.96530553656,581.72343348393
4982,水-自由路一段-01,自由路一段,民族路,中山路一段,2,417.12,13.6,9.1,403.2,4.5,2,2.25,1.5,抿石子,1774.08,239.41,22,5,0,0,15,0,46,1,0,"燈桿,號誌桿",,,,0,0,0,"1.臨水岸人行道 2.車輛佔用嚴重",0,3,2,3,南投縣,水里鄉,1355270400000,1369267200000,08000A,,,,928.54174256652,846.50030679156
4983,水-南湖路-01,南湖路,中山路一段,南湖一路,1,385.2,20.15,16.3,380.8,2,0.35,1.65,0.2,連鎖磚,761.6,47.26,5,3,0,0,1,0,28,2,2,"電力桿,標示桿,招牌桿",,,,0,0,0,"1.電箱阻礙嚴重 2.車輛佔用嚴重",3,1,4,5,南投縣,水里鄉,1355270400000,1369267200000,08000A,是,107G201020108112100,2018,1469.0834635453,781.43875325286
4984,水-中山路一段-07,中山路一段,八德街,七賢路,1,205.6,17.3,15.2,180,2.1,0,2.1,0.8,水泥鋪面,378,23.21,13,3,0,0,0,18,18,0,0,"燈桿,電信桿,電力桿,標示桿,消防栓,號誌桿,消防桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",1,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,664.32138250443,415.09278272212
4985,水-中山路一段-08,中山路一段,七賢路(中山路一段416號),六合路(中山路一段476號),1,177.65,19.45,17.2,156.3,2.25,1,1.25,0.8,水泥鋪面,351.68,15.27,11,1,0,0,0,13,13,0,0,"燈桿,電信桿,標示桿,開關桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",0,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,653.70225601099,359.44278459566
4986,水-中山路一段-09,中山路一段,六合路,博愛路,1,107.66,17.2,15.1,96.4,2.1,0,2.1,0.7,水泥鋪面,202.44,10.83,8,2,0,0,0,14,9,0,1,"燈桿,電信桿,標示桿,號誌桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",0,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,457.33257135368,221.18818473566
4987,水-中山路一段-10,中山路一段,博愛路,北埔街,1,58.32,17.25,15.1,39.9,2.15,0.8,1.35,0.9,水泥鋪面,85.79,6.53,4,1,0,0,0,5,6,0,0,"燈桿,電信桿,招牌桿",,,,0,0,0,1.車輛佔用嚴重,0,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,245.98929916847,125.54554608167
4988,水-中山路一段-11,中山路一段,北埔街,玉山街,1,76.79,17,15,62.1,2,0.8,1.2,0.7,水泥鋪面,124.2,6.93,5,0,0,0,0,8,7,0,0,"燈桿,電信桿,標示桿",,,,0,0,0,"1.車輛佔用嚴重 2.省道",0,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,352.79849036897,156.76941166086
4989,水-中山路一段-12,中山路一段,玉山街,自由路二段(中山路一段271,1,74.26,17.2,15.2,59.3,2,0.8,1.2,0.65,水泥鋪面,118.6,11.79,2,1,0,0,0,6,0,0,0,"燈桿,電信桿",,,,0,0,0,"1.車輛佔用嚴重 2.省道",0,1,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,338.1775718078,156.06811892433
4990,水-中山路一段-13,中山路一段,七賢路(中山路一段428號),六合路(中山路一段435號),2,133.51,20.3,14.9,125,3.15,1.2,1.95,0.56,高壓混凝土磚,393.75,94.67,5,3,0,0,0,1,11,2,0,"燈桿,電信桿,電力桿,開關桿",,,,0,0,0,"1.招牌阻礙嚴重 2.省道",0,3,4,6,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,569.79884303813,298.13153995754
4991,水-中山路一段-14,中山路一段,博愛路,自由路二段(中山路一段515,2,214.5,17.65,13.5,172.9,2,1,1,0.55,高壓混凝土磚,451,49.02,9,2,0,28,0,0,25,0,1,"廢棄桿,電信桿,標示桿,郵筒,號誌桿",,,,0,0,0,"1.車輛佔用嚴重 2.省道",0,3,4,3,南投縣,水里鄉,1355184000000,1369267200000,08000A,,,,1068.1319644151,434.10109545756
4992,水-中山路一段-01,中山路一段,民生路(中山路一段10號),中山一街,2,124.17,18.95,17,100.2,1.95,0,1.95,1,水泥鋪面,195.39,3.83,3,0,0,0,0,19,7,1,0,燈桿,,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口佔用 3.省道",0,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,547.42795027373,271.56773302283
4993,水-中山路一段-02,中山路一段,中山一街,民族路28號,2,58.37,18.4,16.5,50.2,1.9,0,1.9,0.8,水泥鋪面,95.38,3.14,3,0,0,0,1,8,2,0,0,"燈桿,開關桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",0,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,241.60555503234,120.28446972825
4994,水-中山路一段-03,中山路一段,民族路(中山路一段66號),中山二街,2,49.3,17.4,15.5,48.3,1.9,0,1.9,1,連鎖磚,91.77,0.84,3,0,0,0,0,6,2,2,0,"燈桿,電力桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",0,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,170.94382551575,81.109390663966
4995,水-中山路一段-04,中山路一段,中山二街,南光街,2,200.56,18.5,16.8,186.5,1.9,0,1.9,0.75,連鎖磚,354.35,9.1,4,0,0,0,1,41,12,2,0,"燈桿,電力桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",0,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,989.46703074583,446.71138300527
4996,水-中山路一段-05,中山路一段,南光街(中山路一段190號),八德街(中山路一段242號),2,132.97,16.6,14.5,127.8,2.1,0,2.1,0.7,水泥鋪面,268.38,13.23,6,1,0,0,1,11,9,0,0,"燈桿,標示桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",10,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,500.52503017574,289.15648231799
4997,水-中山路一段-06,中山路一段,八德街(中山路一段270號),八德街(中山路一段318號),2,127.12,19.65,17.2,104.7,2.45,0,2.45,0.9,水泥鋪面,256.52,10.34,8,0,0,0,0,12,10,0,0,"燈桿,電力桿,消防桿",,,,0,0,0,"1.車輛佔用嚴重 2.民眾出入口私用 3.省道",5,1,4,3,南投縣,水里鄉,1354924800000,1369267200000,08000A,,,,423.35847640213,253.6460565246
4998,水-民權巷-06,民權巷,民權巷(車埕公車站牌),民權巷(車埕國小),1,15.2,15.55,10.9,15.2,3.2,0.6,2.6,2.6,版磚,48.64,9.12,0,0,0,0,0,0,0,1,0,,,,,0,0,0,,0,1,1,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,30.291273783937,28.023418113287
4999,水-竹湖巷-01,竹湖巷,竹湖巷(131線29.5K),民權路125號,2,318.9,13.2,10.9,318.9,2.3,1.05,1.25,1.25,水泥鋪面,733.47,334.85,0,0,0,0,0,1,0,0,0,,,,,0,0,0,,0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,231.27451352449,232.70232464701
5000,水-竹湖巷-02,竹湖巷,竹湖巷,民權巷125號,1,161.3,11.35,8.7,161.3,2.65,1.4,1.25,1.25,水泥鋪面,686.62,232.57,7,0,0,0,0,0,3,0,0,花圃,,,,0,0,0,,0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,289.05948853022,147.27034844236
5001,水-民族路-01,民族路,民族路209號,東三街,2,63.4,10.4,9.5,63.4,0.9,0,0.9,0.6,版磚,57.06,4.2,3,1,0,0,0,1,0,0,0,"燈桿,號誌桿,監視桿",,,,0,0,0,1.車阻設置不良,0,1,4,6,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,109.2442566853,131.77390019633
5002,水-北埔街-01,北埔街,民生路,民族路,2,65.8,9.95,8.4,46.6,1.55,0.2,1.35,0.3,連鎖磚,72.23,8.52,3,0,0,0,0,7,3,2,0,"燈桿,電力桿、變電箱",,,,0,0,0,"1.變電箱阻礙 2.民眾佔用嚴重",0,1,4,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,119.03951866303,124.95125622409
5003,水-民族路(民族橋,民族路(民族橋),自由路一段,中正路,2,82.72,16.68,12.1,70.1,2.29,0.24,2.05,2.05,連鎖磚,160.53,16.82,0,0,0,0,0,0,0,2,0,,,,,0,0,0,1.橋上人行道,0,1,1,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,157.77183471708,148.68665441116
5004,水-民族路(民族橋,民族路(民族橋),自由路一段,中正路,1,82.72,16.68,12.1,12.1,2.29,0.24,2.05,2.05,連鎖磚,160.53,16.82,0,0,0,0,0,0,0,2,0,,,,,0,0,0,1.橋上人行道,0,1,1,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,156.88687857939,147.93160410107
5005,水-北埔街-02,北埔街,民族路,東三街,2,82.31,10.5,8.5,65.2,1.55,0.2,1.35,0.6,連鎖磚,101.06,12.44,6,0,0,0,0,15,6,0,0,"燈桿,電信桿,電力桿,開關桿",,,,0,0,0,"1.電桿設置不良 2.民眾私自佔用嚴重",0,1,4,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,216.63359131119,179.07585519202
5006,水-北埔街-03,北埔街,東三街,玉山街51巷,2,190.06,9.15,7.6,74.5,1.55,0.2,1.35,0.6,連鎖磚,115.48,17.6,6,0,0,0,0,12,6,2,0,"燈桿,電信桿,電力桿,反光鏡",,,,0,0,0,"1.民眾私自佔用嚴重 2.電桿設置不良",0,1,4,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,470.24008691164,373.20001451808
5007,水-東三街-01,東三街,東三街(民族街4巷55號),北埔街10號前,1,121.13,13.9,9.9,96.7,4,1.5,2.5,1.8,水泥鋪面,469.99,113.18,2,1,0,0,0,1,13,1,0,號誌桿,,,,0,0,0,1.停車場週邊人行道,0,1,2,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,472.85209818197,238.95539596222
5008,水-民生路-01,民生路,民生路112號,民生路116號,1,32.1,19.25,15.3,32.1,3.95,0,3.95,1.35,高壓混凝土磚,126.8,1.65,3,0,0,0,0,0,0,0,0,燈桿,,,,0,0,0,1.水里鄉公所前人行道,0,1,1,6,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,47.253048028548,35.289855342875
5009,水-民族路-04,民族路,五福路,民族路147號,1,82.53,11.26,9.9,61.8,1.36,0.5,0.86,0.81,磁磚,84.05,30.9,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,1,1,2,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,165.62333284985,165.07550328701
5010,水-永豐巷-01,永豐巷,永豐巷,永豐巷(永興橋),1,56,15.4,10.3,56,5.1,0.85,4.25,4,水泥鋪面,285.6,61.6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,339.02797583774,114.00004753829
5011,水-林朋巷(林朋橋,林朋巷(林朋橋),林朋巷,林朋巷,1,90.4,10.57,6.9,90.4,1.8,0.3,1.5,1.5,金錢磚,162.72,27.12,0,0,0,0,0,0,0,2,0,,,,,0,0,0,,0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,32.447143262358,43.027624365872
5012,水-林朋巷(林朋橋,林朋巷(林朋橋),林朋巷,林朋巷,2,90.3,10.57,6.9,90.3,1.87,0.37,1.5,1.5,金錢磚,168.86,33.41,0,0,0,0,0,0,0,2,0,,,,,0,0,0,,0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,42.454383463558,46.104402757879
5013,水-中山路一段-15,中山路一段(中山橋),自由路二段,中正路,2,71.5,18.1,15.9,71.5,1.1,0.3,0.8,0.8,,78.65,21.45,0,0,0,0,0,0,0,0,0,,,,,0,0,0,"1.橋上人行道 2.省道",0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,192.08615073671,158.28229508282
5014,水-中山路一段(中,中山路一段(中山橋),自由路一段,中正路,1,76.2,18.1,15.9,76.2,1.1,0.3,0.8,0.8,水泥鋪面,83.82,22.86,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"1.橋上人行道 2.省道",0,1,1,7,南投縣,水里鄉,1355443200000,1369267200000,08000A,,,,192.75966511203,157.84011048071
